id,node1,node2,node_size,link_strength,node_category,detail
1070,381,381,3,0.5,4,Person Id: 381; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: NA
1071,382,382,5,0.8,4,"Person Id: 382; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: exercise,dining,tv,movies"
1072,383,383,5,0.8,4,"Person Id: 383; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA"
1073,384,384,8,0.8,4,"Person Id: 384; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: UndecidedHobby: museums,art,theater,movies"
1074,385,385,8,0.9,4,"Person Id: 385; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,hiking,theater,movies,music"
1075,386,386,3,0.8,4,"Person Id: 386; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1076,387,387,9,0.9,4,"Person Id: 387; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1077,388,388,2,0.8,4,"Person Id: 388; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1078,389,389,9,0.8,4,"Person Id: 389; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: hiking,reading,concerts,music"
1079,390,390,4,0.3,2,"Person Id: 390; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,reading"
1080,391,391,2,0.9,4,Person Id: 391; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: NA
1081,392,392,3,0.7,4,"Person Id: 392; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: museums,reading,movies,music"
1082,393,393,6,0.7,4,Person Id: 393; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: NA
1083,394,394,2,0.8,4,"Person Id: 394; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: hiking,reading"
1084,395,395,3,0.7,4,"Person Id: 395; Gender: Female; Age: 33; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: dining,theater,movies"
1085,396,396,3,0.7,2,"Person Id: 396; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: dining,museums,art,reading,theater,movies,concerts,music"
1086,397,397,4,0.8,4,Person Id: 397; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
1087,398,398,7,0.7,4,Person Id: 398; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
1088,399,399,2,0,4,Person Id: 399; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: music
1089,400,400,7,0.8,4,Person Id: 400; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1090,401,401,2,0.7,4,"Person Id: 401; Gender: Male; Age: 31; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,concerts,music"
1091,402,402,2,0.8,2,Person Id: 402; Gender: Male; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Math; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
1092,403,403,2,0.7,4,Person Id: 403; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1093,404,404,10,0.8,4,"Person Id: 404; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,dining"
1094,405,405,1,0.7,3,Person Id: 405; Gender: Male; Age: 30; Race: Black/African American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: theater
1095,406,406,6,0.6,2,Person Id: 406; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: music
1096,407,407,3,0.8,4,Person Id: 407; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: movies
1097,408,408,6,0.8,5,Person Id: 408; Gender: Male; Age: 24; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: music
1098,409,409,6,0.7,4,"Person Id: 409; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: sports,hiking,concerts,music"
1099,410,410,4,0.7,4,"Person Id: 410; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,gaming"
1100,411,411,2,0.9,4,Person Id: 411; Gender: Male; Age: 34; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: music
1101,412,412,5,0.7,4,"Person Id: 412; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,exercise"
1102,413,413,2,0.7,4,Person Id: 413; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Real EstateHobby: NA
1103,414,414,9,0.6,4,Person Id: 414; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports
1104,415,415,2,0.6,4,Person Id: 415; Gender: Male; Age: 31; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: reading
1105,416,416,7,0.9,5,"Person Id: 416; Gender: Female; Age: 25; Race: Latino/Hispanic American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: music"
1106,417,417,2,0.9,4,"Person Id: 417; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1107,418,418,1,0.8,2,"Person Id: 418; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: reading,movies"
1108,419,419,2,0.7,4,Person Id: 419; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: NA
1109,420,420,3,0.9,4,Person Id: 420; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: dining
1110,421,421,3,0.7,2,"Person Id: 421; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Work; Career: Social WorkHobby: theater,movies,music,shopping"
1111,422,422,5,0.5,4,Person Id: 422; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: hiking
1112,423,423,3,0.5,4,Person Id: 423; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1113,424,424,3,0.5,2,Person Id: 424; Gender: Male; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
1114,425,425,1,0.3,4,Person Id: 425; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1115,426,426,2,0.4,4,Person Id: 426; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: PoliticsHobby: NA
1116,427,427,1,0.4,4,"Person Id: 427; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: OtherHobby: sports,exercise,music,yoga"
1117,428,428,3,0.5,2,Person Id: 428; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1118,429,429,2,0.5,4,Person Id: 429; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1119,430,430,1,0.8,2,"Person Id: 430; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: sports,tvsports,exercise"
1120,431,431,3,0.4,2,"Person Id: 431; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,dining,museums,art,hiking,reading,music,shopping"
1121,432,432,7,0.7,4,"Person Id: 432; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: dining,museums,art"
1122,433,433,3,0.4,6,Person Id: 433; Gender: Female; Age: 30; Race: Other; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
1123,434,434,2,0.6,4,Person Id: 434; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Social Work; Career: OtherHobby: NA
1124,435,435,4,0.8,3,"Person Id: 435; Gender: Female; Age: 22; Race: Black/African American; Field of Study: Law; Career: LawyerHobby: shopping,yoga"
1125,436,436,3,1,4,"Person Id: 436; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: dining,tv,movies,music,shopping"
1126,437,437,4,0.8,4,"Person Id: 437; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: theater,movies,concerts,music"
1127,438,438,3,0.9,4,Person Id: 438; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: concerts
1128,439,439,4,0.7,4,"Person Id: 439; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: NA"
1129,440,440,1,0.7,4,"Person Id: 440; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: sports,tvsports,exercise,dining,movies,music"
1130,441,441,3,0.6,4,"Person Id: 441; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: gaming,movies,concerts,music"
1131,442,442,5,0.4,4,Person Id: 442; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
1132,443,443,1,0.6,5,Person Id: 443; Gender: Male; Age: 27; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: NA
1133,444,444,1,0.5,4,Person Id: 444; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: movies
1134,445,445,3,0.5,4,"Person Id: 445; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: reading,movies"
1135,446,446,5,0.7,5,Person Id: 446; Gender: Male; Age: 28; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1136,447,447,2,0.7,2,Person Id: 447; Gender: Male; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1137,448,448,6,0.6,4,Person Id: 448; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: music
1138,449,449,3,0.5,6,Person Id: 449; Gender: Male; Age: 23; Race: Other; Field of Study: Law; Career: LawyerHobby: NA
1139,450,450,3,0.6,4,"Person Id: 450; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: movies,music,yoga"
1140,451,451,1,0.5,2,Person Id: 451; Gender: Male; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1141,452,452,2,0.6,2,Person Id: 452; Gender: Male; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: music
1142,453,453,2,0.5,2,Person Id: 453; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: NA
1143,454,454,1,0.9,4,Person Id: 454; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Academic/ResearchHobby: NA
1144,455,455,1,1,2,"Person Id: 455; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining,museums,reading"
1145,456,456,2,0.8,2,Person Id: 456; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1146,457,457,1,0.9,2,"Person Id: 457; Gender: Female; Age: 55; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: Creative Arts/EntertainmentHobby: hiking,reading,concerts"
1147,458,458,3,0.7,2,"Person Id: 458; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,shopping"
1148,459,459,1,0.6,2,Person Id: 459; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1149,460,460,2,0.9,4,"Person Id: 460; Gender: Male; Age: 33; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: exercise,dining,museums,art,tv,concerts,music"
1150,461,461,1,0.5,6,Person Id: 461; Gender: Male; Age: 27; Race: Other; Field of Study: Engineering; Career: Doctor/MedicineHobby: NA
1151,462,462,2,0.5,2,Person Id: 462; Gender: Male; Age: 33; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
1152,463,463,1,0.7,2,Person Id: 463; Gender: Male; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: UndecidedHobby: NA
